id	sentence	class	entity	nation	valence	dimension	commentary	source
17149	Als sie, am . Dezember , ihren Bund zu Brunnen erneuerten, enthielt der zum erstenmal in volkstümlicher, d. h. deutscher Sprache abgefaste Vertrag deutliche Bestimmungen gegen Osterreich: keines der Länder sollte ohne die Beistimmung der anderen einen fremden Herrn annehmen, keines ohne der anderen Rat und Erlaubnis sich mit Auswärtigen verbinden.	0.0	deutsch	DEU		spatial		1933_-_Ermatinger2_CAB.txt
6720	Wichtige äußere Ereignisse vollenden nach ruhmvollen Verteidigungs und Eroberungskriegen den Zusammenbruch der österreichischen Macht in der Schweiz; es bildet sich der Bund der dreizehn Orte, und eine gemeinsame eidgenössische Politik mit nationaler Richtung beschleunigt zu Ende des fünfzehnten Jahrhunderts die Lostrennung des Landes vom deutschen Reiche.	0.0	Schweiz	CHE		both		1892_-_Bächtold_CAB.txt
12056	Ich darf sagen, wenn die Sündflut oder die Colombona aus Deutschland in die Schweiz gekommen wären, so wäre ich eine Lobposaune derselben geworden.	0.0	Deutschland	DEU		spatial		1892_-_Bächtold_CAB.txt
13504	Zunächst freilich griff man nicht auch in Deutschland nicht nach den großen englischen Dichtern des Hamlet und des verlorenen Paradieses, auch nicht nach altenglischen Balladen, denn das allgemeine Bedürfnis ging weniger nach großen ursprünglichen Dichtungen, vielmehr nach einer moralisierenden volkstümlichen Philosophie und einer von ihr durchtränkten Lehrdichtung.	0.0	Deutschland	DEU		spatial		1910_-_Jenny-Rossel_Bd_1_CAB.txt
1486	Allein schon als Goethe nach der Rückkehr von Genf den Freund in Zürich besuchte, war die frühere Freude etwas gedämpft; doch kehrte Goethe auch nachher immer wieder zum Ausdrucke alter Liebe zurück und rang nach dem ehemaligen Glück gegenseitiger Gemeinschaft.	0.0	Genf	CHE		both		1861_-_Mörikofer2_CAB.txt
6370	Das Stammschloß der Herren von Heidelberg lag nordwestlich von dem thurgauischen Bischofszelle, kaum acht Stunden von Hohenems entfernt.	0.0	Heidelberg	DEU		both		1892_-_Bächtold_CAB.txt
22430	Von ähnlichen Sammlungen sind zum Teil aus späterer Zeit noch zu nennen Heimatliche Bilder und Lieder von Karl Rudolf Tanner aus Aarau, Gemälde aus dem Volksleben von dem Zürcher Oberländer Jalob Stutz und UNKENNTLICH aus dem Leberberg von Franz Josef Schild aus dem solothurnischen Grenchen.	0.0	Aarau	CHE		spatial		1951_-_Zäch_CAB.txt
17588	Gewis sind ihm schwere innere Kämpfe nicht erspart geblieben, aber man sucht in seinem Leben doch umsonst nach der umstürzenden Pauluserfahrung, wie sie in Luthers Seele der Blitzschlag auf dem Wege von Mansfeld nach Erfurt am . Juli erzeugte.	0.0	Mansfeld	DEU		spatial		1933_-_Ermatinger2_CAB.txt
15208	Mit dem Augenblick, ungefähr seit , wo der Schweizer vom großen europäischen Schauplatz abtrat, verarmte das historische Lied in der Schweiz zugleich mit den Schicksalen und dem Geiste der Eidgenossenschaft.	0.0	Schweizer	CHE		both		1914_-_Frey_CAB.txt
367	Ohne nähere Erklärung glaubte er durch diese Bezeichnung für den Gebrauch schweizerischer Wörter, Formen und Wendungen entschuldigt zu sein, Erst als seine seichten Beurteiler, in ihren Angriffen auf den Gehalt der Halleschen Posten zurückgewiesen, desto mehr an dem Buchstaben mäkelten, wurde Haller etwas ängstlich und unsicher, und begann in Göttingen mit Hilfe Werlhofs jene fleißige Verbesserung der Schreibart seiner Gedichte, jedoch erklärend, daß er oft lieber einen Sprachfehler, als einen matten Gedanken habe stehen lassen wollen.	0.0	schweizerisch	CHE		both		1861_-_Mörikofer2_CAB.txt
6739	Der deutsche Dichter verfährt in Auswahl und Benutzung seiner Vorbilder frei und selbständig; seine lebendige Erzählungsweise unterscheidet sich vorteilhaft von der trockenen, fast epigrammatischen Kürze der lateinischen Fabeln.	0.0	deutsch	DEU		other		1892_-_Bächtold_CAB.txt
13700	Die hamburgische Dramaturgie und der Paragone kämpften beide gegen Corneille und französische Willkür und setzten den mißverstandenen Aristoteles wieder in seine Rechte ein.	0.0	französisch	FRA		other		1910_-_Jenny-Rossel_Bd_1_CAB.txt
8503	Diese Truppe führte unter Jakob Schulmann spanische, italienische und französische Aktionen auf.	1.0	französisch	FRA		spatial		1892_-_Bächtold_CAB.txt
9380	Das Stück ist da und dort aufgeführt worden, z. B. auf dem kurfürstlichen Theater in München, öfters in Berlin von der Kokschen Truppe.	0.0	München	DEU		both		1892_-_Bächtold_CAB.txt
14551	Der Reveil , die Streitigkeiten, welche in der Waadt zur Gründung der freien Kirche und in Neuenburg zur unabhängigen Kirche führten, der Fall Edmund Scherer in Genf alle diese Geschehnisse, die dem Schrifttum fremd scheinen, fanden ihren kräftigen Widerhall in der romanischen Literatur.	0.0	Waadt	CHE		spatial		1910_-_Jenny-Rossel_Bd_2_CAB.txt
7327	Im vierten Akt bittet die Frau von Mailand Personifikation des Landes um den Beistand der Schweizer.	0.0	Schweizer	CHE		spatial		1892_-_Bächtold_CAB.txt
2702	Eben auf diesem letzten Schlusse, der nur vom Standpunkte des politischen Patriotismus und der didaktischen Tendenz zu begreifen ist, beruht der Schlendrian, welcher seit der ersten französischen Revolution bis heute sich in unsere vaterländische Literatur eingeschlichen und eine Menge von mittelmäßigen und schlechten Erzeugnissen hervorgebracht hat, die großenteils auf dem Faulbett des Patriotismus entstanden und durch die hohle Phrase eines zum Gemeingefühl gewordenen republikanischen Bewußtseins großgesäugt worden sind.	0.0	französisch	FRA		other		1866_-_Weber_Bd_1_CAB.txt
7442	Einen hervorragenden Anteil nahm er an dem Zustandekommen des ersten Kappeler Friedens; auch half er das evangelische Burgrecht mit Basel, Straßburg und Rottweil herbeiführen.	0.0	Basel	CHE		spatial		1892_-_Bächtold_CAB.txt
7371	Sein Zutrauen geht namentlich zu dem Könige von England, mit welchem im Sommer zu Bern wirklich ein Bündnis gegen Frankreich geschlossen wurde.	0.0	England	ENG		spatial		1892_-_Bächtold_CAB.txt
2288	Sie rennen nie in die frechen Ausschweifungen der Briten; nie zeige sich bei ihnen das lebhafte und lustige Wesen der Franzosen, oder das unüberwindliche Phlegma der Deutschen.	0.0	Brite	ENG		spatial		1866_-_Weber_Bd_1_CAB.txt
8345	Die in Deutschland durch Martin Opitz theoretisch und praktisch angebahnte neue Richtung mit ihrem Bestreben, die Formen der ausländischen Dichtung korrekt nachzuahmen, mit ihren metrischen und stilistischen Reformen, wurde in der Schweiz erfolgreich betreten durch Die neue Zeit.	0.0	Deutschland	DEU		spatial		1892_-_Bächtold_CAB.txt
22718	Stärker unter dem Einfluss gebildeter Literatur steht Adolf Frey, der Sohn Jakob Freys, geboren in Aarau, gestorben in Zürich, Professor für Germanistik an der Zürcher Universität und bekannt durch seine wissenschaftlichen Arbeiten über Haller, Salis, C. F. Meyer und andere.	0.0	Aarau	CHE		both		1951_-_Zäch_CAB.txt
14937	Im deutschen Reiche ist das Verständnis für Dialektdichtung trotz Reuter und Klaus Grat bei weitem nicht so groß wie in der Schweiz.	0.0	deutsch	DEU		spatial		1910_-_Jenny-Rossel_Bd_2_CAB.txt
6476	Trotz mancher Auslassung übersteigt das deutsche Gedicht in folge der weitläufigen Beschreibungen seine französische Vorlage um das Doppelte.	0.0	deutsch	DEU		spatial		1892_-_Bächtold_CAB.txt
16116	Nie sind die Eulen der Athene so geschäftig, als wenn es Abend werden will, heißt ein altes Wort, das die Kritik an das Ende schöpferischer Epochen stellt, was für die Schweiz nicht gälte, denn sie hat mit Bodmer und Breitinger neues Leben begonnen.	0.0	Schweiz	CHE		both		1924_-_Korrodi_CAB.txt
14681	Die religiös politische Läuterung unseres Dichters vollzog sich definitiv erst in Heidelberg, wohin er mit Unterstützung der wackeren Zürcher Regierung zur Weiterbildung gezogen war.	0.0	Heidelberg	DEU		both		1910_-_Jenny-Rossel_Bd_2_CAB.txt
18512	Schweizerisch auch der wesentliche Teil des Stoffes sowie die vierhebigen Verse des Dialogs, die im gleichzeitigen reichsdeutschen Drama längst den Alexandrinern gewichen sind.	0.0	schweizerisch	CHE		both		1933_-_Ermatinger2_CAB.txt
6266	Epische Denkmäler der volkstümlichen Heldensage aus der mittelhochdeutschen Periode sind mit Bestimmtheit unserer Schweiz nicht zuzuweisen.	0.0	Schweiz	CHE		temporal		1892_-_Bächtold_CAB.txt
14331	Und nicht viel später schreibt der zum Schweizer gewordene Neumärker Joh. Gottfried Ebel in seiner warmen, Schilderung der Gebirgsvölter der Schweiz das begeisterte Wort.	0.0	Schweizer	CHE		spatial		1910_-_Jenny-Rossel_Bd_2_CAB.txt
7260	Und wie sich an den Weihnachtzyklus andere evangelische Erzählungen anschließen der englische Gruß, die Verkündigung, die Anbetung der Könige, der Bethlehemitische Kindermord, die Flucht nach Ägypten, so gruppieren sich auch um die Passionsmysterien ungesucht die Begebenheiten in Bethanien, die Auferweckung des Lazarus, der Einzug in Jerusalem und als Abschluß die Höllenfahrt und Auferstehung des Herrn.	0.0	englisch	ENG		spatial		1892_-_Bächtold_CAB.txt
2294	In dem schönen blumigen Vorgrund sah ich die königliche Einsamkeit, wo die Gebeine Kaiser Albrechts des Ersten und so vieler fürstlicher Personen des Hauses Österreich und so vieler von den Schweizern erschlagener deutscher Fürsten, Grafen, Ritter und Edlen in klösterlicher Stille ruhen.	0.0	Schweizer	CHE		spatial		1866_-_Weber_Bd_1_CAB.txt
13481	Eine junge Person, welche ganz frisch zum Protestantismus übergetreten, erzählt ihre Geschichte, welche natürlich zeigen soll, daß Genf gegenüber Rom recht hat Fräulein von Saint Phale und ihre Familie bewohnten ein Schloß auf dem Lande.	0.0	Genf	CHE		spatial		1910_-_Jenny-Rossel_Bd_1_CAB.txt
19650	In Solothurn, Freiburg, Luzern, Schaffhausen, Zürich musite man durch eine Verfassungsänderung den Untertanen Rechtsgleichheit gewähren.	0.0	Solothurn	CHE		spatial		1933_-_Ermatinger2_CAB.txt
14608	Ein Neffe von Senancour durchlief er die verschiedenen Stadien der Pariser Boheme und starb an der Schwindsucht in Berlin.	0.0	Berlin	DEU		spatial		1910_-_Jenny-Rossel_Bd_2_CAB.txt
18198	Wie man in Frankreich es für überflüssig hielt, die Reichsstände einzuberufen, so unterließ man in Bern die Befragung der Bürgerschaft und Schloß der Rat in Zürich aus eigener Machtvollkommenheit Bündnisse mit Baden, Frankreich und Venedig ab.	0.0	Frankreich	FRA		spatial		1933_-_Ermatinger2_CAB.txt
7490	Ein mit der Idee des Züricher Spiels verwandter Stoff, daß nämlich der jählings vom Tode gerührte Sünder sich bekehrt, bildet nebst der alten buddhistischen Parabel von der Freundesprobe den Kern der englischen Moralität des sechzehnten Jahrhunderts, Every man , die in den Niederlanden lateinisch und deutsch bearbeitet wurde, so im Homulus und , so im, Hecastus des Macropedius .	0.0	englisch	ENG		both		1892_-_Bächtold_CAB.txt
13486	Im Waadtland war die Zensur weniger streng als in Genf.	0.0	Genf	CHE		spatial		1910_-_Jenny-Rossel_Bd_1_CAB.txt
17239	Sicherlich gab es schon vor der Entstehung der Eidgenossenschaft in der Bevölkerung der späteren Schweiz eine Gemeinsamkeit seelischer Gerichtetheit und geistiger Überzeugungen.	0.0	Schweiz	CHE		temporal		1933_-_Ermatinger2_CAB.txt
16640	Das harte Bündnervolk, wie wenig sonst auf Abenteuer der Seele gerichtet, gab sich, wenn auch zumeist in einer Auslese von seinesgleichen, der umbildenden Gewalt der deutschen Brüderkirche hin, die Luzerner traten in die große Gemeinde des Seelenführers Sailer.	0.0	deutsch	DEU		spatial		1924_-_Nadler_CAB.txt
8482	Eugenius, der Mustersohn, studiert fleißig in den Niederlanden und in England und kehrt als graduierter Doktor heim; der andere Martialis, ein großsprecherischer Eisenfresser, wird in Paris liederlich und will, Die neue Zeit. nachdem es ihm genügsam schlecht ergangen, den verlorenen Sohn spielen, kommt aber bei seinem Vater übel an und wird fortgejagt.	0.0	England	ENG		spatial		1892_-_Bächtold_CAB.txt
19034	Die neue Kunstauffasung so weit, das die Deutschen von den Schweizern lernen werden.	0.0	Schweizer	CHE		spatial		1933_-_Ermatinger2_CAB.txt
11017	Er tut gründliche Neue und pilgert zu dem Papst Eugenius JJJ. nach Reims; dieser schickt ihn zu weiterer Buße an den Patriarchen von Jerusalem, wo er Absolution erhält.	0.0	Reims	FRA		spatial		1892_-_Bächtold_CAB.txt
16045	Hugo Martis Haus am Hafst, das löhnte ein norddeutscher Dichter geschrieben haben, dem Storm und Fontane teuer waren; Mar Pulvers fast romanisch formvollendete Lyril, was hätte sie mit Bern mehr zu tun als die Gedichte der Zürcher Stamm, Faesi, Geilinger, Vänninger, um nur ein paar Namen zu nennen, mit zurich?	0.0	Bern	CHE		spatial		1924_-_Korrodi_CAB.txt
22312	Er bahnte auch die seit anderthalb Jahrhunderten fast ganz unterbrochenen geistigen Beziehungen zwischen der Schweiz und Deutschland wieder an.	0.0	Schweiz	CHE		temporal		1951_-_Zäch_CAB.txt
11839	Am wichtigsten ist für den Zeitraum von bis der Briefwechsel mit Laurenz Zellweger in der Bibliotele zu Trogen ; persönlich sahen sich Bodmer und Zellweger zuerst im Jahre bei einer Reije des letzteren nach Zürich nicht , wie J. C. Hirzel, Denkmal Herrn Doktor L. Zellwegers S. , angibt ; dann folgen die Briefe an Sulzer in Berlin von ; an Pfarrer Kaspar Heß in Altsteten und Neftenbach von bis ; an Pfarrer Johann Heinrich Schinz in Altsteten von ; an Kämmerer Johann Heinrich Meister in Küßnach von und von .	0.0	Zürich	CHE		both		1892_-_Bächtold_CAB.txt
21443	So Zürich, Luzern, Genf; auch Konstanz gehört gewissermaßen noch zu ihnen.	0.0	Zürich	CHE		spatial		1943_-_Korrodi_CAB.txt
19195	Dagegen sind seine Dramen aus der antiken und der schweizerischen Geschichte nicht ohne Wert.	0.0	schweizerisch	CHE		temporal		1933_-_Ermatinger2_CAB.txt
9240	Auf seine Veranlassung schrieb Haller in Göttingen die bekannte Rezension, G. F. Meier in Halle die Beurteilung des Heldengedichts der Messias , Pfarrer J. Caspar Heß in Altsteten die, Zufälligen Gedanken über das Heldengedicht der Messias .	0.0	Göttingen	DEU		spatial		1892_-_Bächtold_CAB.txt
13538	Der Berner Patrizier hatte London und Paris gesehen und sich ein freies und unabhängiges Urteil über die übel beleumdeten Engländer und allzu gepriesenen Franzosen gebildet.	0.0	London	ENG		spatial		1910_-_Jenny-Rossel_Bd_1_CAB.txt
19208	Sein Haus war der Mittelpunkt der Schweizer Gelehrten in Berlin.	0.0	Schweizer	CHE		spatial		1933_-_Ermatinger2_CAB.txt
13795	Durch den Franzosen Fontenelle war die Pastoralpoeste auch in Deutschland Mode geworden, er galt als das klassische Muster.	0.0	Franzose	FRA		spatial		1910_-_Jenny-Rossel_Bd_1_CAB.txt
20720	Die Kantonsschulen und Universitäten sind dem weiblichen Geschlecht geöffnet worden zu einer Zeit, wo in Deutschland den Frauen die Stätten der Wissenschaft noch verschlossen waren.	0.0	Deutschland	DEU		both		1933_-_Ermatinger2_CAB.txt
19141	Es ist nicht auffällig, das die Berner auch zu Gottsched in nähere Beziehungen zu treten strebten und bei den wöchentlichen Sitzungen aus Gottscheds Kritischen Beiträgen vorlasen der Gegensatz zwischen Zürich und Leipzig war damals noch nicht zum offenen Streite entflammt.	0.0	Zürich	CHE		spatial		1933_-_Ermatinger2_CAB.txt
17595	Während sich der Lutherische Protestantismus mit seiner Gleichgültigkeit gegenüber den Aufgaben des irdischen Lebens als unfruchtbar erwiesen hat zur Ausbildung einer Staatsidee und Staatsauffassung und so geradezu die politische Erziehung des deutschen Volkes gehemmt, die Ausbildung des Denkens für den Staat und die Reife staatsbürgerlichen Handelns verhindert hat, hat der Zwinglische Humanismus gewaltige soziale und wirtschaftliche Kräfte entbunden und in ungeheurem Masse politisch bildend gewirkt, nicht nur in der Schweiz, sondern weithin in den demokratischen Staaten des Westens, in Frankreich, Holland, England und von da aus in Amerika.	0.0	deutsch	DEU		spatial		1933_-_Ermatinger2_CAB.txt
16333	Er hatte, nachdem das Stiftsvermögen übernommen werden konnte, das Glück, die über Vorarlberg, Bayern, Tirol verzettelte Bücherei und den Urkundenbestand für St_Gallen zu retten.	0.0	Bayern	DEU		spatial		1924_-_Nadler_CAB.txt
13690	Das Berner Freitagsblättlein suchte den Eindruck der Zürcher zu verwischen und kämpfte für Gottsched, welcher nach dem Muster der Zürcher in Leipzig die, Vernünftigen Tadlerinnen gründete, zuerst mit Bodmer über die Unnatur loszog, schließlich aber die Poesie zu einer Art Wissenschaft erniedrigen wollte und in seinem wirksamen Kampf für die deutsche Sprachreinigung die unreine Schreibart der Schweizer verspottete.	0.0	Leipzig	DEU		spatial		1910_-_Jenny-Rossel_Bd_1_CAB.txt
5729	Doch wohl hauptsächlich deswegen, weil durch die Vernichtung des geistigen Lebens in Süd und Mitteldeutschland auch die Anregung von dort her ein gründliches Ende nahm, abgesehen davon, daß durch den Frieden die endgültige Lösung der Schweiz vom Reiche sich vollzog.	0.0	Schweiz	CHE		spatial		1892_-_Bächtold_CAB.txt
6334	Als er mit den Losgekauften in die Nähe von England gekommen war, ließ er sie alle heimkehren, nur die Königstochter von Norwegen mit zwei Gespielen folgte ihm nach Köln, bis von ihrem Vater oder Verlobten Botschaft käme.	0.0	England	ENG		both		1892_-_Bächtold_CAB.txt
1185	Es waren dieselben ursprünglich in französischer Sprache geschrieben, und von Sulzer erst später ins Deutsche übergetragen.	0.0	französisch	FRA		spatial		1861_-_Mörikofer2_CAB.txt
15336	Eine Bildungsreise führte ihn nach Condon und Paris.	0.0	Paris	FRA		spatial		1914_-_Frey_CAB.txt
5895	Gleichzeitig mit dem berühmten Weißenburger Mönch Otfried studierten in Fulda zwei St. Galler, Hartmut und Werinbert.	0.0	Fulda	DEU		both		1892_-_Bächtold_CAB.txt
20426	Die ersten Sammlungen der Gedichte erschienen in den Jahrgängen und des,, Deutschen Taschenbuches ? im Verlag des Literarischen Comptoirs in Zürich und Winterthur, einer Gründung Fallens und Julius Fröbels, und dann als Bändchen im Winterschen Verlage in Heidelberg.	0.0	deutsch	DEU		spatial		1933_-_Ermatinger2_CAB.txt
1708	Um aber auch den Blick des Staatsmanns zu bewähren und daß er neben den Verhältnissen seines Vaterlandes auch die allgemeinen Weltverhältnisse aus eigentümlichen und neuen Gesichtspunkten zu umfassen verstehe, gab er im Jahre seine Essais historiques heraus in französischer Sprache weil er sich damit Friedrich dem Großen empfehlen wollte , welche neben den Betrachtungen über die Verfassung Berns und einer kurzen Geschichte der Genfer Unruhen, Verhältnisse, welche er durch eigene Anschauung genau kannte, eine allgemeine Übersicht über die politische Geschichte Europas im Mittelalter enthielten.	0.0	Vaterland	CHE		both		1861_-_Mörikofer2_CAB.txt
7001	Frikart, der Großvater Niklaus Manuels mütterlicherseits, stammt aus Brugg, hat wahrscheinlich in Italien studiert, wurde Stadtschreiber in Bern und ist gestorben.	0.0	Brugg	CHE		spatial		1892_-_Bächtold_CAB.txt
19656	Am gleichen Tage noch zog der französische General Schauenburg in das stolze Bern ein, das nun erfuhr, das die Franzosen unter der verheißenen Befreiung von veralteten Staatsformen den Raub des alten Staatsschatzes verstanden.	0.0	französisch	FRA		both		1933_-_Ermatinger2_CAB.txt
9068	Vor allem haben sie bei den Deutschen die englische an Stelle der französischen, die griechische statt der vorherrschenden lateinischen Literatur zur Geltung gebracht.	0.0	englisch	ENG		spatial		1892_-_Bächtold_CAB.txt
18492	Eingeschoben ist, damit die Zuschauer doch nicht nur vaterländische Unterweisung, sondern auch etwas Unterhaltung bekommen, ein derbes Bauernstück, das nichts anderes als eine notdürftige Verschweizerung von Hans Sachsens Fastnachtsschwank,, Die Rockenstube ist und in keinem inneren Zusammenhäng mit der Haupthandlung steht.	0.0	Sachsen	DEU		spatial		1933_-_Ermatinger2_CAB.txt
18649	In den Städten teilten sich entweder, wie in Zürich, Basel, St_Gallen und Schaffhausen, die Zünfte Bund und Orte.	0.0	Zürich	CHE		spatial		1933_-_Ermatinger2_CAB.txt
22557	Darauf tritt er in venezianische Dienste und später als Oberst in das Heer des französischen Feldherrn Herzog Rohan, dem er bei der Besetzung Graubündens unentbehrliche Hilfe leistet.	0.0	französisch	FRA		both		1951_-_Zäch_CAB.txt
8162	Wohl war in der Schweiz zu Anfang des sechzehnten Jahrhunderts die deutsche Bibel, namentlich aus süddeutschen Offizinen hervorgegangen, vielfach bekannt, allein noch weit davon entfernt, Gemeingut des Volkes geworden zu sein.	0.0	Schweiz	CHE		both		1892_-_Bächtold_CAB.txt
6606	Sein Wohnsitz war meist Klingnau, später Basel.	0.0	Klingnau	CHE		both		1892_-_Bächtold_CAB.txt
1490	Das Beste, was seine Spötter gegen ihn vorbrachten, feiner als Knigge's Reise nach Fritzlar , welche seinen Reise und Tagebuchstiel persiflierte, ist das Gedicht, welches seinen Aufenthalt in Bremen von einer Seite auffaßt, die mit Goethes Xenien zusammentrifft .	0.0	Fritzlar	DEU		other		1861_-_Mörikofer2_CAB.txt
16261	Von da an gingen Luzern und Solothurn nicht mehr gleiche Wege.	0.0	Luzern	CHE		spatial		1924_-_Nadler_CAB.txt
2622	Gleichwohl wird das alles sehr empfunden und erhoben; denn kein deutscher Fürst konnte ehemals stolzer auf seine militärischen Drahtpuppen, kein Franzose eingebildeter auf die unsterblichen Meisterwerke seiner Dichter sein, als es die Schweizer auf ihre Aussichten sind.	0.0	deutsch	DEU		spatial		1866_-_Weber_Bd_1_CAB.txt
17450	Im Güminenkrieg stand Freiburg auf der Seite der adeligen Gegner Berns.	0.0	Freiburg	DEU		both		1933_-_Ermatinger2_CAB.txt
641	Gleichwohl fanden die beiden Zürcher mit diesen kritischen Versuchen unter den Deutschen wenig Beachtung; und selbst der Hofpoete König, welcher Gottsched haßte und die Schweizer gegen denselben insgeheim aufgestachelt hatte, geriet beim offenen Kampf ins Gedränge und desavouierte sie.	0.0	Schweizer	CHE		both		1861_-_Mörikofer2_CAB.txt
103	Wie der kluge, nüchterne erste Habsburger, von klarem Blicke und entschlossenem Geiste, sich zu den frühert Kaisern verhält, so stellt er in seinen charakteristischen Eigenschaften die eigentümlichen Merkmale des Schweizers im Verhältnis zum allgemeiner deutschen Wesen dar.	0.0	Schweizer	CHE		spatial		1861_-_Mörikofer2_CAB.txt
20077	Er sah ein, das dazu nicht mehr die Zeit war, um so stärker grenzte er die Eigenart des Schweizerischen gegen das Sächsische ab.	0.0	schweizerisch	CHE		both		1933_-_Ermatinger2_CAB.txt
20156	Im Herbst war er, auf dem Wege nach Italien, wieder in der Schweiz.	0.0	Schweiz	CHE		spatial		1933_-_Ermatinger2_CAB.txt
20027	Jetzt schließt sich in ihm jene Kluft zwischen seiner schweizerischen Heimatliebe und der Abneigung gegen den französischen Hof, indem er für den Anschluß Graubündens an die von Bonaparte geleitete französische Republik kämpft.	0.0	schweizerisch	CHE		both		1933_-_Ermatinger2_CAB.txt
7429	Alle urkundlichen Spuren deuten darauf hin, daß er außerehelich geboren wurde, und führen auf einen Vater aus dem von Chieri bei Turin nach Bern eingewanderten Geschlecht Alemanne.	0.0	Bern	CHE		both		1892_-_Bächtold_CAB.txt
8543	Frankreich büßte um diese Zeit in der öffentlichen Meinung Europas ein, was England gewann, und es ist eine wichtige Tatsache, daß, lange bevor Voltaire seine Briefe über England herausgab, ein junger Schweizer über den Charakter der beiden Nationen ein Urteil gefällt hatte, das der damaligen Welt eben so neu war, als es sich im Großen und Ganzen als zutreffend bewährte.	0.0	Frankreich	FRA		both		1892_-_Bächtold_CAB.txt
20836	Aber es unterläuft ihm die Verwechslung des ewigen Volksgehaltes in dem Wesen des schweizerischen Staates mit seiner zeitlichen Gestalt, wenn er meint, das die lebendigen Kräfte der heutigen Schweiz nur aus der Zeit vor stammten.	0.0	schweizerisch	CHE		both		1933_-_Ermatinger2_CAB.txt
17410	In Zürich und im Thurgau standen sie unter dem Rechtsschutz der Grafen von Kyburg.	1.0	Zürich	CHE		spatial		1933_-_Ermatinger2_CAB.txt
8868	Den Hauptinhalt bilden einige Sittenromane, das Leben und Treiben von London und Paris schildernd.	1.0	London	ENG		spatial		1892_-_Bächtold_CAB.txt
5836	Die deutsche Literatur der Schweiz betrachten wir nach den drei Perioden der hochdeutschen Sprachentwickelung.	0.0	deutsch	DEU		temporal		1892_-_Bächtold_CAB.txt
15344	Die Alpen entsprangen jener im Sommer zu botanischen Zwecken unternommenen Reise durch den Jura nach Lausanne und Genf, durch das Savouische nach dem Unterwallis, ins Berner Oberland, nach Engelberg, Luzern, Zürich und zurück nach Bern.	0.0	Jura	CHE		spatial		1914_-_Frey_CAB.txt
16113	Sollte sich die deutsch schweizerische Dichtung als eigenes Lebewesen und nicht als lebendiger Teil eines größeren Ganzen empfinden, und zwar mit solcher Energie des Gefühls, daß der Besitz H. v. Kleists oder Hebbels ihr gar nicht strittig gemacht werden kann, so wenig als der Gottfried Kellers Norddeutschland, dann müßte ihr diese Sonderliteratur ohne das Drama spezialisiert, ungenügend, kleinlich vorkommen.	0.0	deutsch	DEU		spatial		1924_-_Korrodi_CAB.txt
14214	Die Ästhetik Bridels und seiner Anhänger gründete sich eben zu stlavisch auf diejenige des entarteten Klassizismus, in welchem sich die französische Literatur damit erschöpfte, um unter dem Nimbus der Kunst die milde Schönheit unserer Seen, die Pracht unserer Alpen, die friedliche Ginfachheit unseres Lebens und die Regungen unseres Glaubens zu verkünden.	0.0	französisch	FRA		other		1910_-_Jenny-Rossel_Bd_2_CAB.txt
14118	Der Geist der italienischen Renaissance ist vor C. F. Meyer und Jakob Burkhardt von keinem Schweizer so verstanden worden wie von Johannes Müller.	0.0	Schweizer	CHE		spatial		1910_-_Jenny-Rossel_Bd_2_CAB.txt
16943	Wollte man schon von einer schweizerischen Nationalliteratur sprechen, so hätte man die Literatur der Gesamtschweiz darunter verstehen sollen; denn nur die deutsche_Schweiz einerseits gegen Deutschland, andererseits gegen die romanische Schweiz abzugrenzen, sie als Nation zu bezeichnen und ihr eine Nationalliteratur zuzuschreiben, das bedeutet offenbar den Gipfel der Verwirrung in der Begriffsbestimmung Nation und Staat.	0.0	schweizerisch	CHE		both		1933_-_Ermatinger2_CAB.txt
21714	Ist dieses in Halle unerhört, was kann der schweizerische Dichter davor?	0.0	Halle	DEU		spatial		1943_-_Korrodi_CAB.txt
8932	Bodmer sandte sein Manuskript an Brockes in Hamburg, nach Nürnberg, an König in Dresden überall wurde der Verlag abgelehnt, bis es endlich doch in der Heimat als, Johann Miltons Verlust des Paradieses Zürich im Druck erschien, nachdem er es wie er an Gottsched schreibt einigen hiesigen Freunden zu Gefallen wieder übersehen und an das Licht gegeben.	0.0	Hamburg	DEU		spatial		1892_-_Bächtold_CAB.txt
16272	Und dem Kreise gehörte der Oltener Martin Disteli, , an, Hochschüler zu Freiburg und zu Jena, dann Schüler der Münchener Akademie, später Maler und Zeichner in Olten.	0.0	Freiburg	DEU		both		1924_-_Nadler_CAB.txt
18675	Wieder standen, wie in den Kappelerkriechen, vor allem Zürich und Bern den fünf Orten gegenüber.	0.0	Zürich	CHE		both		1933_-_Ermatinger2_CAB.txt
13233	Es ist zwar unwahrscheinlich, daß sie von dort über Basel in die Schweiz gewandert ist; aber auffallend ist es, daß der erste schweizerische Fastnachtsspieldichter ein von Nürnberg nach Basel eingewanderter Drucker war.	0.0	Basel	CHE		spatial		1910_-_Jenny-Rossel_Bd_1_CAB.txt
14842	Dieselbe Bemerkung gilt für den Kanton Wallis und selbst für den Berner Jura, obgleich in letztgenannter Gegend die französische Sprache von neun Zehnteln der Bevölterung gesprochen wird und drei von sieben surassischen Bezirken protestantisch sind.	0.0	Wallis	CHE		other		1910_-_Jenny-Rossel_Bd_2_CAB.txt
