id	sentence	class	entity	nation	valence	commentary	source
13680	So vielversprechend diese Postulate für eine künftige literarische Kritik auch waren, so zeigte man mit der Empfehlung des Opitz als des größten Poeten Deutschlands doch einen unselbständigen Geschmack; denn Opitzens deutsche Poeterei basierte auf der Poetik der Bodmer und Breitinger.	1.0	Deutschland	DEU	2.0		1910_-_Jenny-Rossel_Bd_1_CAB.txt
22158	Der Leu, das Wappentier der Habsburger, und der Stier, das Sinnbild der Schweizer, führen erst trotzige Streitreden, bevor sie zum Kampfe übergehen, und am Schlusse verhöhnt der Stier den geschlagenen Feind.	1.0	Schweizer	CHE	2.0		1951_-_Zäch_CAB.txt
6399	Der letzte bedeutende Vertreter des höfischen Epos, der in den Zeiten des Niedergangs zu singen sich bescheidet wie die einsame Nachtigall, ist Konrad von Würzburg, zwar seiner Geburt nach kein Schweizer, aber durch sein ganzes Schaffen innig mit einer schweizerischen Stadt, die von jeher Pflegerin der Kunst war, verwachsen, mit Basel.	1.0	Schweiz	CHE	1.0		1892_-_Bächtold_CAB.txt
16112	Wiewohl auch in der zeitgenössischen deutschen Literatur die unleugbaren dramatischen Sieger fehlen, ist dieses Ausbleiben des dramatischen Dichters doch eine stille Kümmernis, um so drückender gefühlt, als die heimliche und offene Sehnsucht Gottfried Kellers und C. F. Meyers nach dem Drama und ihre schwer zugegebene Resignation nun die Gemüter calvinistisch zu einem Schicksalsschluß stimmen könnte, als ob hier dieses Volk, doch von einer unbezähmbaren Lust am dramatischen Agieren, zur epischen Aussage verdammt sei, als ob die Spaltung der Menschen in ein Mundart Dasein und in die schriftdeutsche Sprach Existenz den Dramatiker hintertreibe, als ob die sinnliche, am Vergleich verweilende, gemächliche Sprache die Schuld trüge, während es doch jedem unbenommen ist, con Rio das Sprachinstrument zu spielen.	1.0	deutsch	DEU	-1.0		1924_-_Korrodi_CAB.txt
6810	Gewiß war dieselbe nicht so groß wie in Deutschland, wo der Spielmann an den einheimischen Fürsten und am Adel seine Beschützer und Ernährer fand.	1.0	Deutschland	DEU	-1.0		1892_-_Bächtold_CAB.txt
17276	Bei Walter von Rheinau ist der Augenkreis hyazinthen und saphirenfarbig, der Augapfel, das heißt die Sehöffnung, schwarz, glänzend wie der Tag, das Weise milchfarbig.	1.0	Rheinau	DEU	0.0		1933_-_Ermatinger2_CAB.txt
2879	Vaterland! dir stehen wir alle, Wenn sich drohend hebt der Krieg; Jede Leiche wird zum Walle, Nur Vertilgung oder Sieg.	1.0	Vaterland	CHE	2.0		1866_-_Weber_Bd_1_CAB.txt
14038	Wir lassen die ökonomischen Lehren des schweizerischen Lexikons beiseite.	1.0	schweizerisch	CHE	0.0		1910_-_Jenny-Rossel_Bd_1_CAB.txt
13748	In Basel, wo Haller einst so viel Anregung und Verständnis gefunden, entstanden, kaum beachtet, die bescheidenen Gedichte des Achilles Wirz und David Laroche, zweier Bewunderer Hallers, denen aber auch Az, Gellert und Geßner nicht fremd waren.	1.0	Basel	CHE	1.0		1910_-_Jenny-Rossel_Bd_1_CAB.txt
6549	Durch Schöpflinse Vermittlung erhielten sie dieselbe nach Zürich.	1.0	Zürich	CHE	0.0		1892_-_Bächtold_CAB.txt
1248	Die Gesellschaft blühte und bot einen wohltätigen Mittelpunkt für alle aufstrebenden und freien Geister der Schweiz, bis die Erschütterungen der französischen Revolution dieselbe unterbrachen und die frühere Blüte für immer unmöglich machten.	1.0	Schweiz	CHE	-2.0		1861_-_Mörikofer2_CAB.txt
15275	Aber seine Schulung war offenbar ungenügend, sein Kunstsinn steht nicht immer auf der Höhe seiner erfinderischen Begabung, und wenn er sich auch stetig entwickelte, so war doch Bern ein zu steriler Kunstboden, um seinem Talent auch nur annähernd Gelegenheit zur Reife zu bieten.	1.0	Bern	CHE	-2.0		1914_-_Frey_CAB.txt
14145	Müller hatte sie übersetzt und im, Deutschen Merkur ' erscheinen lassen.	1.0	deutsch	DEU	0.0		1910_-_Jenny-Rossel_Bd_2_CAB.txt
1136	Überhaupt war kein Zürcher, kein Schweizer, welcher sich in irgend einem Anliegen an ihn wendete, dem er nicht die freundlichste Teilnahme geschenkt hätte daher bis ans Ende der ausgedehnteste Briefwechsel nach allen Seiten fortdauerte.	1.0	Schweizer	CHE	-1.0		1861_-_Mörikofer2_CAB.txt
12909	In solchen Erscheinungen sehen wir nationale Eigenart, und durchaus nicht bloß in den Dichtungen, welche einen rein schweizerischen oder gar patriotischen Vorwurf behandeln.	1.0	schweizerisch	CHE	-1.0		1910_-_Jenny-Rossel_Bd_1_CAB.txt
508	Hier kommt eine Reihe von Psalmen in neuer Bearbeitung vor, ferner eine Auswahl seiner mit der Psalmübersetzung erschienenen geistlichen Gesänge, Andachten aus dem Französischen; auch versucht er sich in französischen Oden und Psalmen nach J. B. Rousseaus Vorbild.	1.0	französisch	FRA	1.0		1861_-_Mörikofer2_CAB.txt
15528	Die tiefgreifende Ursache von Gotthelfs Unvollkommenheiten liegt jedoch im angeborenen Mangel an Kunstsinn, wie er vielleicht nicht nur in der deutschen, sondern in der Literatur aller Kulturvölker in den Zeiten einer ausgebildeten Dichtkunst nie wieder ein Talent von dieser Größe entstellte, ein Talent, das immer wieder gewaltig und gewaltmäßig durchbricht.	1.0	deutsch	DEU	-1.0		1914_-_Frey_CAB.txt
12996	Wie Rudolf von Ems, so hat auch Konrad von Würzburg sein letztes, erstaunlich umfangreiches Werk, der trojanische Krieg nicht vollendet; er schmiedete immerhin davon etwa ZAHL Verse, aber nicht etwa in Anlehnung an Homer, sondern an französisches und lateinisches Material.	1.0	französisch	FRA	1.0		1910_-_Jenny-Rossel_Bd_1_CAB.txt
15318	Namentlich Zürich wurde die Hochburg ärgster pfäffischer Bevormundung.	1.0	Zürich	CHE	-2.0		1914_-_Frey_CAB.txt
21842	Das Altertum kannte er aus den französischen Übersetzungen der Griechen und Römer, die französische Literatur jener Zeit und die französische Gesellschaft der letzten Tage des Königtums übten auf ihn einen mächtigen Einfluß.	1.0	französisch	FRA	1.0		1943_-_Korrodi_CAB.txt
16354	Von einer der ältesten Stadtfamilien, aus der bereits in der zweiten Hälfte des ZAHL. Jahrhunderts Christian das Kollegium musicum geleitet und ein öfter aufgelegtes Liederbuch gedruckt hatte, stammte Ferdinand Huber, ZAHL bis ZAHL, in Stuttgart musikalisch gebildet und von Karl Maria v. Weber beachtet.	1.0	Stuttgart	DEU	1.0		1924_-_Nadler_CAB.txt
14129	Vergebens suchte er ihn dauernd für Bern zu gewinnen als Erzieher der Jünglinge durch den Spiegel der Geschichte.	1.0	Bern	CHE	-1.0		1910_-_Jenny-Rossel_Bd_2_CAB.txt
20840	Die Schweiz ist bei einem Zustande innerer Stockung angelangt, und wenn dieser Zustand nicht bald überwunden wird, wird sie zu sein auf hören.	1.0	Schweiz	CHE	-2.0		1933_-_Ermatinger2_CAB.txt
1016	Endlich brachte Bodmer in seinem Zürich eine Gesellschaft zusammen, welche die Kosten bestritt, und so erschienen im Jahre zuerst die Bodmer.	1.0	Zürich	CHE	1.0		1861_-_Mörikofer2_CAB.txt
1576	In dieser Schrift, wie in dem auf Anregung Vortrage gehalten bei der Pestalozzi Feier den . Jänner in Basel. Pestalozi. der helvetischen Regierung herausgegebenen Schweizer Volksblatt drang er auf Rückkehr zur alten Ehrenfestigkeit und Frömmigkeit, und vor Allem auf Umschaffung des Erziehungswesens, indem er verlangte, daß die größtmöglichste Wirkung der Volksbildung durch die vollendete Erziehung einer beträchtlichen Anzahl der ärmsten Kinder erzielt werden müsse, wenn diese Kinder durch die Erziehung nicht aus ihrem Kreise gehoben, sondern fester an diesen geknüpft würden.	1.0	Basel	CHE	1.0		1861_-_Mörikofer2_CAB.txt
13443	Simler in Zürich eiferte ihm nach und geriet dadurch in dieselben Geschmacklosigkeiten, sowohl in den geistlichen und weltlichen Gedichten, wie in den wenig witzigen Epigrammen.	1.0	Zürich	CHE	-1.0		1910_-_Jenny-Rossel_Bd_1_CAB.txt
1564	Wirklich wurde Pestalozzi neben Klopstock, Schiller und Kampe mit dem französischen Bürgerrechte beschenkt und an ihn die Einladung erlassen, nach Paris zu kommen, um seinen Rat wegen Einrichtung des Erziehungswesens zu erteilen.	1.0	französisch	FRA	2.0		1861_-_Mörikofer2_CAB.txt
9035	Schon am ZAHL. Januar konnte Bodmer an Zellweger schreiben Der Sieg hat sich völlig auf unsre Seite gelenkt, seitdem Hr. Liscow in einer öffentlichen Erklärung im Namen der wahren verständigen Deutschen Gottsched und seiner Sequelle den Ausputzer gegeben.	1.0	deutsch	DEU	1.0		1892_-_Bächtold_CAB.txt
17606	Jene Gebundenheit des seelisch geistigen Lebens an das staatliche, die für die Schweiz so bezeichnend ist, und die sich nicht am wenigsten in den Wandlungen des Schrifttums ausprägt, sie kommt nirgends mit so erschütternder Macht zum Ausdruck als in der Schicksalsstunde der Reformation.	1.0	Schweiz	CHE	1.0		1933_-_Ermatinger2_CAB.txt
1237	So anmutig in dieser Schrift die vorangehende Beschreibung von Land und Volk von Appenzell ist und so liebevoll Hirzel Bodmers Freund zeichnet, so ist denn doch diese Skizze zu einer solchen idealen Höhe hinaufgeschraubt, daß von des Appenzellers gesundem, nüchternem Lebensblick, von seinem treffenden Verstand und seinem derben Humor, wodurch er seine Freunde von der Verstiegenheit immer wieder zur wirklichen Welt und auf die einfachen Erfahrungen des Lebens zurückwies und ihnen somit am meisten nützte, nichts mehr zu finden ist.	1.0	Appenzell	CHE	2.0		1861_-_Mörikofer2_CAB.txt
9484	Die helvetische Gesellschaft übermittelte Lavater den Ausdruck dankbarer Empfindung mit dem Wünsche, er möchte noch einige Lieder über die Schwabenkriege und von dem Glücke unserer Landsleute in Vergleichung mit denen, so unter Monarchien leben, verfassen, einer Aufforderung, der Lavater in der zweiten Auflage entsprach.	1.0	helvetisch	CHE	1.0		1892_-_Bächtold_CAB.txt
12183	Franz Jakob Hermann, geboren ZAHL. April in Solothurn, Sohn eines eingewanderten Elsässer Tischlers, erzogen im Jesuitenkolleg, Priester und Kaplan zu St. Urs, Mitgründer der helvetischen Gesellschaft, ruft die Stadtbibliothek und die Theatergesellschaft in Solothurn ins Leben, Kantor am Stift, gest.	1.0	Solothurn	CHE	1.0		1892_-_Bächtold_CAB.txt
16806	Durfte in dieser Zeit gesteigerter Betonung der Nationaletat als der Einheit angestammter und sprachlich bedingter Bildung die Schweiz den Anspruch erheben, eine Nation zu sein?	1.0	Schweiz	CHE	1.0		1933_-_Ermatinger2_CAB.txt
19610	In Zürich, wo Lavater die Entsetzung und Bestrafung des ungerechten Landvogts Grebel erreicht hatte, endete der aufrührerische Pfarrer Johann Heinrich Wasser auf dem Schafott.	1.0	Zürich	CHE	-2.0		1933_-_Ermatinger2_CAB.txt
17926	Der Vater Thomas war als armer Geisbube in den Waliserbergen aufgewachsen, hatte in der Heimat eine notdürftige Ausbildung erhalten und war als Schütze oder junger Schüler von einem älteren Studenten weit in Deutschland herumgeschleppt worden, den Unterhalt für beide bald durch Betteln bald durch Stehlen erwerbend, wie es damals die Art der wandernden Schüler war.	1.0	Deutschland	DEU	-2.0		1933_-_Ermatinger2_CAB.txt
22161	Die Schweiz brachte das älteste durchgehend deutsch geschriebene geistliche Drama hervor, das um im Kloster aufgezeichnete Osterspiel von Muri Aargau .	1.0	Schweiz	CHE	2.0		1951_-_Zäch_CAB.txt
549	Auch hier begegnen wir nur noch sehr unentwickelten Gedanken, deren Wert jedoch darin besteht, daß sie schon die ganze, nachmals berühmte Kritik der Schweizer im ursprünglichen Keime enthalten.	1.0	Schweizer	CHE	-1.0		1861_-_Mörikofer2_CAB.txt
22560	Rohan, von Jenatsch schlau überlistet, muss mit seinen Truppen Graubünden verlassen.	1.0	Graubünden	CHE	-1.0		1951_-_Zäch_CAB.txt
20474	Die Bühne zeigt den Marktplatz einer schweizerischen Stadt.	1.0	schweizerisch	CHE	0.0		1933_-_Ermatinger2_CAB.txt
5938	Niemand hat den Namen des Urhebers dieser Schrift, die von alters her schlichtweg dem Mönch von St_Gallen zugelegt wurde, überliefert.	1.0	St_Gallen	CHE	0.0		1892_-_Bächtold_CAB.txt
21528	Als Landenberg, da er aus der Kirche durch die Wiesen von Sarnen gegen Alpnach floh, ereilt wurde, musste er, wie andere von den Burgen, Urfehde schwören, daß er nicht wieder in die schweizerischen Waldstätte kommen wolle.	1.0	schweizer	CHE	-1.0		1943_-_Korrodi_CAB.txt
5828	Hierher gehören auch jene Verse von der Begegnung der Tapferen und dem Eber, welche als deutsche Belegstellen in die vorwiegend lateinische Rhetorik Notkers JJJ. eingestreut sind.	1.0	deutsch	DEU	0.0		1892_-_Bächtold_CAB.txt
6921	Das nächste fällt bereits ans Ende des fünfzehnten Jahrhunderts, eine Grablegung Christi von ZAHL, in Luzern durch Matthias Gundelfinger inzeniert und, wie es scheint, auch verfaßt oder wenigstens zusammengestellt.	1.0	Luzern	CHE	1.0		1892_-_Bächtold_CAB.txt
7541	Zu den vorwiegend protestantischen Bearbeitern der schönen biblischen Parabel gesellt sich auch ein leidenschaftlicher Verfechter des alten Glaubens, der Luzerner Chronist und Dichter Hans Salat, dessen verlorener Sohn in Basel gedruckt wurde.	1.0	Basel	CHE	1.0		1892_-_Bächtold_CAB.txt
6778	Die Schweizer, mit Halmbarten bewaffnet und im Banner einen Milchkübel führend, mischen sich auch unter die Streitenden.	1.0	Schweizer	CHE	-1.0		1892_-_Bächtold_CAB.txt
8573	Die moralischen Wochenschriften der Engländer riefen rasch ähnlichen Preßerzeugnissen.	1.0	Engländer	ENG	1.0		1892_-_Bächtold_CAB.txt
7069	Zu Anfang der Sechsziegerjahre die älteste Translation trägt das Datum beginnt sein Auftreten als begeisterter Vermittler der Renaissanceliteratur in Deutschland.	1.0	Deutschland	DEU	1.0		1892_-_Bächtold_CAB.txt
21486	Auf der anderen Seite ist verbündeter Wille dem des einzigen während der kurzen Dauer seiner Flamme nur dann an Kraft zu vergleichen, wenn irgendeine heilige, hohe Begeisterung für Freiheit, Religion, Vaterland ihm das gleiche Leben gibt.	1.0	Vaterland	CHE	2.0		1943_-_Korrodi_CAB.txt
1903	Er tröstete sich dabei mit der Vollendung seiner Arbeiten und mit der Nähe der Schweiz.	1.0	Schweiz	CHE	1.0		1861_-_Mörikofer2_CAB.txt
18619	Heutelia ist die Zeit liebt Anagramme Helvetia.	1.0	Helvetia	CHE	0.0		1933_-_Ermatinger2_CAB.txt
18181	Kein Wunder, das die Geschichte der Schweiz in dieser Zeit so arm ist an fruchtbaren Taten und der Staat einem verschnörkelten, äußerlich prächtigen, innerlich ausgeräumten Gebäude gleicht.	1.0	Schweiz	CHE	-1.0		1933_-_Ermatinger2_CAB.txt
15543	Berlin', sagt er, hat mir viel genützt.	1.0	Berlin	DEU	1.0		1914_-_Frey_CAB.txt
6220	In derselben Handschrift, in der sich die Sequenz von Muri befindet, steht das Gebet einer Frau	1.0	Muri	CHE	1.0		1892_-_Bächtold_CAB.txt
13858	Ein Arnold Ott, ein Carl Hebler haben dem Geist des Briten auch gehuldigt, sie fanden aber nicht so warme Worte dafür.	1.0	Brite	ENG	-1.0		1910_-_Jenny-Rossel_Bd_1_CAB.txt
6397	So fährt der Dichter fort las ich in dem Buch von Troja, als ich die diese Märe dichtete und in deutsche Rede umgestaltete.	1.0	deutsch	DEU	0.0		1892_-_Bächtold_CAB.txt
5995	Da dieselben in der alten Handschrift des Salomonischen Formelbuches stehen, dessen Inhalt zum großen Teil von Notker Balbulus herrührt, möchte ich vermuten, daß in diesen deutschen Versen ein Werk von Notker Balbulus vorliegt.	1.0	deutsch	DEU	0.0		1892_-_Bächtold_CAB.txt
18681	Sie trugen aber dadurch nur dazu bei, das die reformierten Städte im Laufe des Jahrhunderts innerlich und äußerlich immer weiter von Frankreich abrückten.	1.0	Frankreich	FRA	-1.0		1933_-_Ermatinger2_CAB.txt
21779	Der Schweizer muss untergehen in seiner eigenen Empfindung bei dem Eindruck der ihn umgebenden Außenwelt, oder sich erheben im Kraftgefühl seines menschlichen Wesens über ihren ungeheuren Bestand und ihre außerordentliche Gewalt.	1.0	Schweizer	CHE	-2.0		1943_-_Korrodi_CAB.txt
6558	Nach Hadlaub erscheint kein Schweizer mehr.	1.0	Schweizer	CHE	-2.0		1892_-_Bächtold_CAB.txt
8249	Es ist lateinisch geschrieben und erst lange nach dem Tode des Verfassers ins Deutsche übertragen worden.	1.0	deutsche	DEU	0.0		1892_-_Bächtold_CAB.txt
17584	Schon in Basel hatte er sich in der humanistischen Redekunst ausgezeichnet.	1.0	Basel	CHE	2.0		1933_-_Ermatinger2_CAB.txt
800	Dieser charaktervolle Mut, die sittliche Würde und die gesellschaftliche Selbständigkeit, welche er für den Dichter in Anspruch nahm, war es, welche die besseren Schriftsteller Deutschlands, die selbständigen Köpfe, die Leben und Dichtung mit freiem Blicke überschauten und über die alte Pedanterie sich erhoben, auf seine Seite brachten und ihm deren Anerkennung und Verehrung gewannen.	1.0	Deutschland	DEU	2.0		1861_-_Mörikofer2_CAB.txt
6198	Dagegen erscheinen gewisse Teile der Liturgie in deutscher Sprache.	1.0	deutsch	DEU	0.0		1892_-_Bächtold_CAB.txt
22370	Während der Helvetik, als in Graubünden die konservative österreichische Partei die Macht innehatte, musste er aus seinem Vaterland fliehen.	1.0	Graubünden	CHE	-2.0		1951_-_Zäch_CAB.txt
7553	Ein aus Deutschland zurückgekehrter Doktor klagt, daß auch dort der gemeine Mann die Schrift zu verstehen anfange.	1.0	Deutschland	DEU	-2.0		1892_-_Bächtold_CAB.txt
15361	Von früher Kindheit an ein leidenschaftlicher Vielleser und Vielschreiber, hat er die Knabenjahre einsam, die Studentenjahre im kleinen Tübingen und im stillen Leuten verbracht, wo er vom frühen Morgen bis nachts zwei zu arbeiten pflegte und von Welt und Gesellschaft wenig genug sah.	1.0	Tübingen	DEU	1.0		1914_-_Frey_CAB.txt
15951	Schon Johannes Müller in der Schweizer Geschichte achtet sehr auf den anschaulichen Eindruck	1.0	Schweizer	CHE	1.0		1924_-_Korrodi_CAB.txt
1733	Und als er in seiner Abschiedsrede , welche in die Zuschrift an alle Eidgenossen übergegangen, offen und großartig die politischen Mängel seines Vaterlandes darlegte, war Verehrung und Bedauern allgemein, und es wurden nun, als es zu spät war, große Anstrengungen gemacht, um ihn zu fesseln.	1.0	Vaterland	CHE	-1.0		1861_-_Mörikofer2_CAB.txt
913	Bodmer, der schon vor zwei Jahren den Punkt der Mittagshöhe beschritten hat, sehnt sich nach Ihnen, alle Kenner des Schönen, alle unsere Freunde sehnen sich nach Ihnen; und am stärksten Ihr.	1.0	Zürich	CHE	1.0		1861_-_Mörikofer2_CAB.txt
8622	In seiner Psalmübersetzung von sprach er noch sehr ehrerbietig von dem hochverdienten Oberhaupte der deutschen Gesellschaft in Leipzig, der seinerseits Spreng Werk gegen die neue Klopstocksche Richtung ausspielte.	1.0	deutsch	DEU	1.0		1892_-_Bächtold_CAB.txt
14389	Jeder Schlendrian war ihm verhaßt; ebenso das Verharren im Schlepptau fremder, speziell der französischen Literatur.	1.0	französisch	FRA	-2.0		1910_-_Jenny-Rossel_Bd_2_CAB.txt
20444	Von Schweizern standen ihm J. V. Widman und A. Frey nahe.	1.0	Schweizer	CHE	0.0		1933_-_Ermatinger2_CAB.txt
8821	Die ganze Einrichtung ist dem Klub des englischen, Spectator entlehnt.	1.0	englisch	ENG	0.0		1892_-_Bächtold_CAB.txt
12933	Diese bringt der Schiffer nach Worms auf den Markt und so gelangen sie schließlich auf des Königs Tisch.	1.0	Worms	DEU	0.0		1910_-_Jenny-Rossel_Bd_1_CAB.txt
1423	Bald darauf hatte Lavater wirklich die willkommene Gelegenheit, zwei deutsche Israeliten in Zürich zu taufen, welche dem gebildeten Stande angehörten und von denen er sagen konnte, sie hätten Beide ohne Sorge der Nahrung bei den Ihrigen vergnügt leben und gute Tage haben können.	1.0	deutsch	DEU	1.0		1861_-_Mörikofer2_CAB.txt
22472	Die abhandelnden Einschübe beanspruchen wie im Bauernspiegel einen zu breiten Raum; namentlich der zweite Band mit den Angriffen gegen das Fellenbergsche Erziehungsinstitut in Hofwil bei Bern ist damit allzu stark belastet.	1.0	Bern	CHE	1.0		1951_-_Zäch_CAB.txt
2188	Johann Jakob Bodmer! von Zürich wurde d in Greifensee geboren, wo sein Vater Pfarrer war.	1.0	Zürich	CHE	0.0		1866_-_Weber_Bd_1_CAB.txt
14549	Religiöse Probleme haben das geistige Leben der französischen Schweiz stets mehr beherrscht als politische Angelegenheiten.	1.0	französisch	FRA	-1.0		1910_-_Jenny-Rossel_Bd_2_CAB.txt
743	Triller gab eben neue äsopische Fabeln heraus und begleitete dieselben mit einer geharnischten Vorrede gegen die Schweizer, welche er zwar, auf Ernesti's Zureden, nicht drucken ließ, allein in Abschriften herumbot.	1.0	Schweizer	CHE	-1.0		1861_-_Mörikofer2_CAB.txt
203	Der Gegenstand des leidenschaftlichen Streites beschränkte sich jedoch nicht auf die deutsche Sprache, sondern es mischte sich auch die Politik hinein, was nach einigen Jahren die Verbannung Henzis und Königs herbeiführte.	1.0	deutsch	DEU	-1.0		1861_-_Mörikofer2_CAB.txt
2232	Einzelne seiner politischen Dramen sind allerdings aus Furcht vor den damaligen Machthabern in Zürich ungedruckt geblieben, weil, wie der Dichter sich ausdrückt sie republikanischer und historischer waren, als die damaligen Leichname unserer Republiken sie ertragen konnten.	1.0	Zürich	CHE	-2.0		1866_-_Weber_Bd_1_CAB.txt
13737	Selbst Bodmer hat ihn so eingeschätzt und in seiner mutigen Satire, Charakter der deutschen Gedichte nachgeahmt.	1.0	deutsch	DEU	2.0		1910_-_Jenny-Rossel_Bd_1_CAB.txt
2811	Ein Wehen aus dem Vaterland Durchzittert mich der Kindschaft Pfand Ist mir des Geist's Gesause.	1.0	Vaterland	CHE	1.0		1866_-_Weber_Bd_1_CAB.txt
8738	Die Unwahrheit von den blühenden heimatlichen Zuständen trat ihm in dem Augenblick über die Lippen, da Samuel Henzi, der Teilnehmer an der bekannten Bürgerverschwörung, auf dem Schafott, als ihn der erste Streiche verfehlte, die Lage Berns in die entsetzlichen Worte faßte in dieser Republik ist alles schlecht, selbst der Henker!	1.0	Lage	DEU	-1.0		1892_-_Bächtold_CAB.txt
391	Siebzehn Jahre dauerte Hallers Abwesenheit aus seinem nie vergessenen Vaterlande, dem zu dienen er stets vor allem bereit war.	1.0	Vaterland	CHE	0.0		1861_-_Mörikofer2_CAB.txt
6076	Allein durch manchen Teutonismus schlägt noch der alte heimische Wortlaut an das Ohr, mehr als eine Wendung stimmt überraschend wörtlich mit dem epischen Stil der deutschen Heldensage und der, Walthari in seinem vergilianischen Redeschmuck erscheint nur wie ein mit römischen Beutestücken behangener Germane der Völkerwanderung.	1.0	deutsch	DEU	2.0		1892_-_Bächtold_CAB.txt
15591	Nichts spricht beredter für die ursprüngliche, von Anbeginn mit Sicherheit auf sich gestellte und lange andauernde Dichterkraft Kellers, als daß er an dem schon in Berlin in Angriff genommenen Sinngedicht ein Vierteljahrhundert später da weiter schreiben konnte, wo er aufgehört hatte.	1.0	Berlin	DEU	2.0		1914_-_Frey_CAB.txt
521	Neben den Alten Bodmers Jugend und Bildung aber übte die romanhafte Poesie fortwährend ihren Reiz auf den Jüngling aus, wofür er im Hause seines Oheims, des Vaters des nachherigen Bürgermeisters Orelli, hinlängliche Nahrung fand, indem er hier in die deutsche poetische Literatur des . und . Jahrhunderts eingeführt wurde.	1.0	deutsch	DEU	1.0		1861_-_Mörikofer2_CAB.txt
20697	Der Brugger Adolf Vögtlin geboren wandelte in seinem ersten Werk Meister Hansjakob, der Chorstuhlschnitzer von Wettingen, in der Bahn Meyers.	1.0	Wettingen	CHE	0.0		1933_-_Ermatinger2_CAB.txt
13076	Der Streit Berns und Biels mit dem Bischof von Basel gab Stoff zu einem längeren gegen den Bischof gerichteten Liede, welches ihm ein baldiges Schachmatt ankündigte.	1.0	Bern	CHE	-1.0		1910_-_Jenny-Rossel_Bd_1_CAB.txt
20158	Er gewahrte den tiefen Stand der Volksbildung in Graubünden und schenkte den Graubündnern ein Schulbuch, das die wichtigsten Grundsätze der christlichen Religion mit einer volkstümlichen Darstellung der Geschichte und Erdkunde Graubündens vereinigte.	1.0	Graubünden	CHE	1.0		1933_-_Ermatinger2_CAB.txt
19266	Lieber denkt er an eine erneute Professur in Göttingen.	1.0	Göttingen	DEU	1.0		1933_-_Ermatinger2_CAB.txt
11226	Der Band wurde zweifellos in der Schweiz geschrieben, möglicherweise in Bern, wie denn auch der Schreiber mit Sicherheit der reformierten Lehre angehört.	1.0	Schweiz	CHE	1.0		1892_-_Bächtold_CAB.txt
18458	Die Geschichte des Jesuitentheaters in der Schweiz bis zur Auflösung des Ordens zeigt den Sieg dieses Geistes über die einheimischen Staats und Bildungsideen in den katholischen Gebieten.	1.0	Schweiz	CHE	2.0		1933_-_Ermatinger2_CAB.txt
22061	Auch die Kunst ist dem Schweizer in erster Linie Mittel zur Auseinandersetzung mit Lebensproblemen und mit den Gegebenheiten der Wirklichkeit.	1.0	Schweizer	CHE	0.0		1951_-_Zäch_CAB.txt
18014	Die Leute aus dem Volke tragen, im Gegensatz zu den biblischen Gestalten, komische deutsche Namen.	1.0	deutsch	DEU	1.0		1933_-_Ermatinger2_CAB.txt
10188	Die Stelle aus Antonin Archers Seckelmeister Rechnungsbuch der Stadt Bern steht in Füßlis Schweitzer Museum.	1.0	Bern	CHE	0.0		1892_-_Bächtold_CAB.txt
20375	Am . Dezember gab Greulich die erste Nummer der sozialdemokratischen Tagwache heraus, und am März wurde die Sozialdemokratische Partei der Schweiz gegründet.	1.0	Schweiz	CHE	0.0		1933_-_Ermatinger2_CAB.txt
6786	Der kleine thurgauische Ort Wittenweil liegt in der Gemeinde Wängi oberhalb Frauenfeld.	1.0	Frauenfeld	CHE	0.0		1892_-_Bächtold_CAB.txt
626	Bodmer ließ sich in aller Stille Gottscheds Rat gesagt sein und suchte wirklich in Leipzig die nachhelfende Feder auf, um seine Schrift von Sprachfehlern zu reinigen, so wie er dieselbe in Leipzig gedruckt wünschte.	1.0	Leipzig	DEU	1.0		1861_-_Mörikofer2_CAB.txt
1451	Im sanften Strome seiner Beredsamkeit lag zugleich viel schweizerische Treuherzigkeit.	1.0	schweizerisch	CHE	1.0		1861_-_Mörikofer2_CAB.txt
9279	Diese hielten den Noah für eine unglückliche Nachahmung Klopftocks von irgend einem Leipziger Autor und sandten, entrüstet, daß ein anderer sich erfreche, von dem allgemeinen Ruhm des Messiasdichters zehren zu wollen, dem Buchhändler Hans Heidegger in Zürich eine travestierende Kritik, für die sie auch auf Bodmers Beifall rechneten.	1.0	Zürich	CHE	-1.0		1892_-_Bächtold_CAB.txt
14618	Die Gewalten, welche die Seele eines guten, aber durch Willkür und Glend bis an die Grenze des Verbrechens geführten Menschen schütteln und aufwühlen, die kennt er wie kein Schweizer Dichter vor ihm.	1.0	Schweizer	CHE	2.0		1910_-_Jenny-Rossel_Bd_2_CAB.txt
17052	Hier von schulmeisterlicher Tendenz in einem verächtlichen Sinne reden kann nur, wer sich nicht klar macht, wie nahe verwandt Tendenz und Idee sind, und das es, wenigstens in der deutschen Literatur, keine wahrhaft große und bleibende Dichtung ohne Idee d. h. ohne triebhaft geistiges Erlebnis gibt.	1.0	deutsch	DEU	2.0		1933_-_Ermatinger2_CAB.txt
7644	Nicht zu den Unseren zählt seiner Herkunft nach Valentin Bolz; indessen ist seine dramatische Tätigkeit vorwiegend der Stadt Basel zu gute gekommen.	1.0	Basel	CHE	1.0		1892_-_Bächtold_CAB.txt
8334	Am ausführlichsten und anschaulichsten ist die Darstellung der schweizerischen, zumal Berner und Walliser Alpen, sowie des Jura.	1.0	schweizerisch	CHE	0.0		1892_-_Bächtold_CAB.txt
